old_base_name,old_variant_count,old_variant_skus,total_revenue_q1q2,total_units_sold,unique_customer_count,new_sku,new_name,new_permalink,new_price,new_image,new_categories,mix_composition,match_score,bullet_1,bullet_2,bullet_3,bullet_4
Great Lakes/New England Sheep Forage Mix,2,PB-GLS-2.5-A;PB-GLS-0.5-A,7087.7,25,21,PB-SHEP-TR,Transitional Zone Sheep Pasture Mix,https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-transitional/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/TSHEEP.webp,"Pasture Seed, All Seed, Transitional Zone Pasture Seeds &amp; Seed Mixes, Sheep Pastures",Forage Mix Tall Fescue 45%; Birdsfoot Trefoil 11%; Chicory 11%; Orchardgrass 11%; Perennial Ryegrass 9%; White Clover 6%; Kentucky Bluegrass 5%; Bermuda Grass 2%,70,"Scientifically balanced blend of Forage Mix Tall Fescue (45%), Birdsfoot Trefoil (11%), Chicory (11%), Orchardgrass (11%) — each species chosen for complementary growth habits and root structures.",Selected for sheep-friendly grazing with species that tolerate close cropping and recover quickly between rotations.,Versatile mix designed for the challenging transition zone (USDA zones 6-7) where both cool and warm-season species can thrive.,Key features: Drought Hardy | Heat Tolerant | Low Maintenance
TWCA Water-Wise Shade Mix,3,TURF-WS-5000-F;TURF-WS-500-F;TURF-WS-2000-F,6876.41,70,47,PB-SHADE,Shade Tolerant Food Plot Mix,https://naturesseed.com/products/pasture-seed/shade-mix-food-plot/,113.99,https://naturesseed.com/wp-content/uploads/2025/10/ShadeMix.png,"All Seed, Food Plot Seed, Pasture Seed, Specialty Seed",,40,"The Shade Mix Food Plot is designed specifically for areas with limited sunlight — such as clear cuts, wooded openings, and trails.","Wildlife food plot blend timed for peak nutritional value during hunting season, attracting and holding game on your property.",Key features: Shade Hardy | Nutritious | All-Season,
Great Lakes/New England Beef Cattle Forage Mix,2,PB-GLBC-2.5-A;PB-GLBC-1-A,6851.74,31,17,PB-COW-NTR,Cool Season Cattle Pasture Seed Mix,https://naturesseed.com/products/pasture-seed/cattle-dairy-cow-pasture-mix-cold-warm-season/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/NCOW-Main.webp,"Pasture Seed, All Seed, Cattle Pasture Seed, Southern US Pasture Seeds &amp; Seed Mixes",Meadow Bromegrass 70%; Perennial Ryegrass 18%; Orchardgrass 6%; Alfalfa 4%; White Clover 2%,70,"Scientifically balanced blend of Meadow Bromegrass (70%), Perennial Ryegrass (18%), Orchardgrass (6%), Alfalfa (4%) — each species chosen for complementary growth habits and root structures.",Optimized for cattle grazing with high-yield forage species that maximize feed value per acre and support rotational grazing programs.,Selected for USDA zones 7-10 with heat-tolerant varieties that maintain productivity through hot summers and mild winters.,Key features: Drought Hardy | Winter Hardy | Grazing Tough
Common Bermudagrass,5,PG-CYDA-10-LB-OLD;PG-CYDA-50-LB-OLD;PG-CYDA-25-LB-OLD;PG-CYDA-1-LB-OLD;PG-CYDA-OLD,6786.3,77,31,PG-CYDA,Bermudagrass,https://naturesseed.com/products/pasture-seed/bermudagrass/,84.99,https://naturesseed.com/wp-content/uploads/2025/07/Bermudagrass.png,"All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Individual Pasture Species, Pasture Seed",,70,Bermuda grass (Cynodon dactylon) is a warm-season perennial forage grass valued for its resilience and summer grazing value.,"Warm-season grass engineered for heat tolerance, rapid establishment, and dense turf coverage in southern climates.",Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Heat Tolerant | Fast Spreading | Warm-Season
Intermountain West Horse Forage Mix - 1 Acre,1,PB-IWH,6721.81,27,15,PB-HRSE-TR,Transitional Zone Horse Pasture Mix,https://naturesseed.com/products/pasture-seed/horse-pasture-mix-transitional/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/THORSE.webp,"Pasture Seed, All Seed, Transitional Zone Pasture Seeds &amp; Seed Mixes, Horse Pasture Seed",Meadow Bromegrass 45%; Tall Fescue 32%; Perennial Ryegrass 12%; Alfalfa 9%; Kentucky Bluegrass 2%,70,"Scientifically balanced blend of Meadow Bromegrass (45%), Tall Fescue (32%), Perennial Ryegrass (12%), Alfalfa (9%) — each species chosen for complementary growth habits and root structures.","Formulated specifically for equine pastures — high palatability, safe for horses, and designed for heavy hoof traffic recovery.",Versatile mix designed for the challenging transition zone (USDA zones 6-7) where both cool and warm-season species can thrive.,Key features: Drought Hardy | Cold Hardy | Low Maintenance
Organic Seed Starter Fertilizer 4-6-4,1,SUSTANE-4-6-4-OLD,6415.77,58,38,SUSTANE-4-6-4,Organic Seed Starter Fertilizer 4-6-4,https://naturesseed.com/products/planting-aids/organic-seed-starter-fertilizer-4-6-4/,119.99,https://naturesseed.com/wp-content/uploads/2025/07/organic-seed-starter-fertilizer-4-6-4_2__1.jpg,"All Seed, Planting Aids",,30,"Available now at $119.99 — ships direct to your door, ready for spring planting season.",,,
Great Plains Beef Cattle Forage Mix,2,PB-GPBC-2.5-A;PB-GPBC-0.5-A,6265.62,25,13,PB-COW-NTR,Cool Season Cattle Pasture Seed Mix,https://naturesseed.com/products/pasture-seed/cattle-dairy-cow-pasture-mix-cold-warm-season/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/NCOW-Main.webp,"Pasture Seed, All Seed, Cattle Pasture Seed, Southern US Pasture Seeds &amp; Seed Mixes",Meadow Bromegrass 70%; Perennial Ryegrass 18%; Orchardgrass 6%; Alfalfa 4%; White Clover 2%,70,"Scientifically balanced blend of Meadow Bromegrass (70%), Perennial Ryegrass (18%), Orchardgrass (6%), Alfalfa (4%) — each species chosen for complementary growth habits and root structures.",Optimized for cattle grazing with high-yield forage species that maximize feed value per acre and support rotational grazing programs.,Selected for USDA zones 7-10 with heat-tolerant varieties that maintain productivity through hot summers and mild winters.,Key features: Drought Hardy | Winter Hardy | Grazing Tough
Pacific Southwest Horse Forage Mix,2,PB-PSWH-2.5-A;PB-PSWH-0.5-A,6149.68,35,25,PB-HRSE-SO,Warm Season Horse Pasture Mix,https://naturesseed.com/products/pasture-seed/horse-pasture-mix-warm-season/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/SHORSE.webp,"Pasture Seed, All Seed, Southern US Pasture Seeds &amp; Seed Mixes, Horse Pasture Seed",Perennial Ryegrass 41%; Tall Fescue 41%; Bermuda Grass 13%; White Clover 4%,100,"Scientifically balanced blend of Perennial Ryegrass (41%), Tall Fescue (41%), Bermuda Grass (13%), White Clover (4%) — each species chosen for complementary growth habits and root structures.","Formulated specifically for equine pastures — high palatability, safe for horses, and designed for heavy hoof traffic recovery.",Selected for USDA zones 7-10 with heat-tolerant varieties that maintain productivity through hot summers and mild winters.,Key features: Drought Hardy | Fast Growth | Erosion Control
Mid-West/Mid-Atlantic Sheep Forage Mix,2,PB-MWS-2.5-A;PB-MWS-0.5-A,6147.02,29,23,PB-SHEP-TR,Transitional Zone Sheep Pasture Mix,https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-transitional/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/TSHEEP.webp,"Pasture Seed, All Seed, Transitional Zone Pasture Seeds &amp; Seed Mixes, Sheep Pastures",Forage Mix Tall Fescue 45%; Birdsfoot Trefoil 11%; Chicory 11%; Orchardgrass 11%; Perennial Ryegrass 9%; White Clover 6%; Kentucky Bluegrass 5%; Bermuda Grass 2%,70,"Scientifically balanced blend of Forage Mix Tall Fescue (45%), Birdsfoot Trefoil (11%), Chicory (11%), Orchardgrass (11%) — each species chosen for complementary growth habits and root structures.",Selected for sheep-friendly grazing with species that tolerate close cropping and recover quickly between rotations.,Versatile mix designed for the challenging transition zone (USDA zones 6-7) where both cool and warm-season species can thrive.,Key features: Drought Hardy | Heat Tolerant | Low Maintenance
Timothy Grass Seed,4,PG-PHPR-50-LB-OLD;PG-PHPR-OLD;PG-PHPR-10-LB-OLD;PG-PHPR-1-LB-OLD,6002.51,176,88,PG-PHPR,Timothy Grass Hay Seed,https://naturesseed.com/products/pasture-seed/timothy/,34.99,https://naturesseed.com/wp-content/uploads/2025/07/TimothyGrass-plant.jpg,"All Seed, Cover Crop Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Individual Pasture Species, Pasture Seed, Specialty Seed",,80,"Timothy grass ( Phleum pratense ) is a cool-season, perennial bunchgrass prized primarily as a forage crop and for hay production.","This easy-to-sow perennial bunchgrass thrives in well-drained soils, offering high fiber and steady growth in temperate climates.",Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Cool-Season | Late Maturing | Hay Staple
Organic Maintenance Fertilizer 18-1-8+fe,1,SUSTANE-18-1-8+FE-OLD,5466.93,39,22,SUSTANE-18-1-8+FE,Organic Maintenance Fertilizer 18-1-8+fe,https://naturesseed.com/product/organic-maintenance-fertilizer-18-1-8fe/,154.99,https://naturesseed.com/wp-content/uploads/2025/07/organic-maintenance-fertilizer-18-1-8-fe_2__1.jpg,"All Seed, Planting Aids",,30,"Available now at $154.99 — ships direct to your door, ready for spring planting season.",,,
Southern Subtropics Poultry Forage Mix,5,PB-SSPB-0.5-A;PB-SSPB;PB-SSPB-5000-F;PB-SSPB-2000-F;PB-SSPB-1000-F,5272.6,113,103,PB-CHIX,Chicken Forage Seed Mix,https://naturesseed.com/products/pasture-seed/poultry-forage-mix/,19.99,https://naturesseed.com/wp-content/uploads/2025/07/POULTRY-1.webp,"Pasture Seed, All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes",Red Clover 19%; Common Flax 18%; Alfalfa 18%; Buckwheat 14%; Strawberry Clover 10%; Peas 10%; White Clover 6%; Crimson Clover 6%,70,"Scientifically balanced blend of Red Clover (19%), Common Flax (18%), Alfalfa (18%), Buckwheat (14%) — each species chosen for complementary growth habits and root structures.",Crafted for poultry foraging with nutrient-dense greens that support egg production and provide natural pest control in the run.,Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Protein-Packed | Omega-3 Rich | Drought Hardy
Little Bluestem,4,PG-SCSC-10-LB;PG-SCSC-1-LB;PG-SCSC-50-LB;PG-SCSC-25-LB,5231.97,114,65,TURF-W-BLUE-BUNDLE,Premium Pet & Kid Friendly Bluegrass Bundle,https://naturesseed.com/product/premium-pet-kid-friendly-bluegrass-bundle/,199.99,https://naturesseed.com/wp-content/uploads/2025/09/pet_bluegrass_bundle-1.png,All Seed,,30,"Give your family a lawn that’s soft, beautiful, and built to last.","The Premium Pet & Kid Friendly Bluegrass Bundle is designed for homeowners who want a safe, durable, and easy-to-grow lawn that can handle the wear and tear of kids, pets, and everyday play.",Key features: Pet & Kid Friendly | High Traffic | All-in-one Solution,
Am 120 Standard Mycorrhizal Inoculant,3,S-INNOC-50-LB-OLD;S-INNOC-10-LB-OLD;S-INNOC-1-LB-OLD,5165.95,85,68,S-INNOC,Am 120 Standard Mycorrhizal Inoculant,https://naturesseed.com/products/planting-aids/am-120-standard-mycorrhizal-inoculant/,74.99,https://naturesseed.com/wp-content/uploads/2025/07/am-120-standard-mycorrhizal-inoculant_1_3.jpg,All Seed,,60,"Available now at $74.99 — ships direct to your door, ready for spring planting season.",,,
Pacific Northwest Horse Forage Mix - 1 Acre,1,PB-PNWH-20-LB,5162.67,40,22,PB-HRSE-N,Cool Season Horse Pasture Mix,https://naturesseed.com/products/pasture-seed/horse-pasture-mix-cold-season/,29.99,https://naturesseed.com/wp-content/uploads/2025/07/NHORSE-1.webp,"Pasture Seed, All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Horse Pasture Seed",Perennial Ryegrass 44%; Alfalfa 24%; Orchardgrass 20%; Timothy 7%; Kentucky Bluegrass 5%,100,"Scientifically balanced blend of Perennial Ryegrass (44%), Alfalfa (24%), Orchardgrass (20%), Timothy (7%) — each species chosen for complementary growth habits and root structures.","Formulated specifically for equine pastures — high palatability, safe for horses, and designed for heavy hoof traffic recovery.",Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: All-Weather | Low Maintenance | Erosion Control
Velvet Blue Seed Blend,4,TURF-POPR-0.25-A;TURF-POPR;TURF-POPR-5000-F;TURF-POPR-1000-F,5137.36,47,42,W-SIBE,Blue-Eyed Grass Seed,https://naturesseed.com/products/wildflower-seed/blue-eyed-grass/,50.58,https://naturesseed.com/wp-content/uploads/2025/09/Western-Blue-eyed-Grass.png,"All Seed, Native Wildflower Seed &amp; Seed Mixes, Specialty Seed, California Collection",,40,"This Blue Eyed Grass seed was collected in San Mateo County and grown at Hedgerow Farms in Yolo County, CA.","Blue-eyed Grass (Sisyrinchium bellum) is not a grass, but a charming perennial wildflower— actually an iris relative.","Native California species adapted to Mediterranean climate patterns — drought-tolerant once established, thriving on seasonal rainfall.",Key features: Caifornia Native | Pollinator-Friendly | Colorful
South-Atlantic Transitional Poultry Forage Mix,3,PB-SATPB;PB-SATPB-5000-F;PB-SATPB-2000-F,5059.2,96,89,PB-CHIX,Chicken Forage Seed Mix,https://naturesseed.com/products/pasture-seed/poultry-forage-mix/,19.99,https://naturesseed.com/wp-content/uploads/2025/07/POULTRY-1.webp,"Pasture Seed, All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes",Red Clover 19%; Common Flax 18%; Alfalfa 18%; Buckwheat 14%; Strawberry Clover 10%; Peas 10%; White Clover 6%; Crimson Clover 6%,70,"Scientifically balanced blend of Red Clover (19%), Common Flax (18%), Alfalfa (18%), Buckwheat (14%) — each species chosen for complementary growth habits and root structures.",Crafted for poultry foraging with nutrient-dense greens that support egg production and provide natural pest control in the run.,Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Protein-Packed | Omega-3 Rich | Drought Hardy
Low Growing Wildflower Mix,2,WB-LG-2000-F;WB-LG-500-F,4862.31,178,143,BDL-FYC,First-Year Color + Perennial Foundation Wildflower Kit,https://naturesseed.com/products/wildflower-seed/first-year-and-perennial-foundation-wildflower-kit/,49.99,https://naturesseed.com/wp-content/uploads/2026/02/First-Year-Color-Perennial-Foundation-Wildflower-Kit-2-Mix-Instant-Permanent-Meadow-Starter-1.png,Native Wildflower Seed &amp; Seed Mixes,,40,A 2-mix wildflower kit designed to solve the biggest problem with perennial wildflower plantings: the wait.,A carefully curated wildflower selection featuring native species adapted to your region's climate and soil conditions.,"Key features: 1 lb Kit | ~1,000 Sq Ft | Year 1 Color",
Southern Subtropics Sheep Forage Mix,1,PB-SSS,4802.4,12,8,PB-SHEP-SO,Warm Season Sheep Pasture Mix,https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-warm-season/,69.99,https://naturesseed.com/wp-content/uploads/2025/07/SSHEEP.webp,"Sheep Pastures, All Seed, Southern US Pasture Seeds &amp; Seed Mixes, Pasture Seed",Forage Mix Tall Fescue 45%; Birdsfoot Trefoil 11%; Chicory 11%; Orchardgrass 11%; Perennial Ryegrass 9%; White Clover 6%; Kentucky Bluegrass 5%; Bermuda Grass 2%,100,"Scientifically balanced blend of Forage Mix Tall Fescue (45%), Birdsfoot Trefoil (11%), Chicory (11%), Orchardgrass (11%) — each species chosen for complementary growth habits and root structures.",Selected for sheep-friendly grazing with species that tolerate close cropping and recover quickly between rotations.,Selected for USDA zones 7-10 with heat-tolerant varieties that maintain productivity through hot summers and mild winters.,Key features: Drought Hardy | Low Maintenance | Erosion Control
South-Atlantic Transitional Goat Forage Mix,2,PB-GOAT-T-50-LB-OLD;PB-SATG,4674.63,16,14,PB-GOAT-TR,Goat Pasture &amp; Forage Mix,https://naturesseed.com/products/pasture-seed/goat-pasture-forage-mix-transitional/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/TGOAT.webp,"Pasture Seed, All Seed, Goat Pasture Seed",Red Clover 9%; Cicer Milkvetch 4%,80,"Scientifically balanced blend of Red Clover (9%), Cicer Milkvetch (4%) — each species chosen for complementary growth habits and root structures.",Designed for goat browsing habits with species that withstand aggressive grazing patterns and thrive in varied terrain.,Versatile mix designed for the challenging transition zone (USDA zones 6-7) where both cool and warm-season species can thrive.,Key features: 13 Species | Bloat-Safe | Low Maintenance
