Product Item ID,Product Title,Product Type L1,Product Type L2,Total Impressions,Total Clicks,Total Cost ($),Total Conversions,Total Revenue ($),Total ROAS,CTR (%),Avg CPC ($),Conv Rate (%),Avg Order Value ($),Quarters Active,Campaigns
gla_183549,Southwest Desert Horse Forage Mix,pasture seed,horse pastures,6469,128,136.84,3.00,1014.70,7.42,1.98,1.07,2.34,338.23,3,9
pb-iws-0.5-a,Intermountain West Sheep Forage Blend - Pasture Seed | Nature's Seed,pasture seed,intermountain west sheep forage blend,17909,94,101.37,3.88,747.79,7.38,0.52,1.08,4.13,192.73,4,3
gla_445861,"Nature's Seed Cool‐Adapted Pasture & Forage 10 Lb for 10,000 Sq Ft Mix No Filler, Palatable Seed for Horses",pasture seeds,pasture seeds mix,31375,282,294.60,38.40,2166.08,7.35,0.90,1.04,13.62,56.41,3,7
gla_183585,Intermountain West Horse Forage Mix,pasture seed,horse pastures,4169,62,134.21,1.74,978.99,7.29,1.49,2.16,2.81,562.64,3,9
pb-pnwh,Pacific Northwest Horse Forage Mix,pasture seed,pacific northwest horse forage mix,128562,1514,1063.70,42.86,7676.74,7.22,1.18,0.70,2.83,179.11,8,13
pb-ssal-2.5-a,Southern Subtropics Alpaca/Llama Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southern subtropics alpaca/llama forage blend,1782,8,3.46,0.50,24.59,7.11,0.45,0.43,6.25,49.18,4,3
pb-satpb,South-Atlantic Transitional Poultry Forage Mix Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional poultry forage mix,25729,86,48.43,5.16,341.78,7.06,0.33,0.56,6.00,66.24,8,8
gla_183845,Southwest Semi-Arid Steppe Goat Forage Mix,pasture seed,goat pastures,628,5,7.59,0.50,53.49,7.05,0.80,1.52,10.00,106.98,4,10
pb-tort-500-f,Tortoise Forage Mix - Pasture Seed | Nature's Seed,pasture seed,tortoise forage mix,23697,313,169.05,19.22,1178.69,6.97,1.32,0.54,6.14,61.33,4,3
gla_445260,"Nature's Seed Any Region Pasture & Forage 50 Lb for 50,000 Sq Ft Mix Curated Soft‐Leaf Blend for Llamas and Aplacas with No Fillers",pasture seeds,pasture seeds mix,13707,80,112.50,20.29,782.15,6.95,0.58,1.41,25.36,38.55,3,7
pb-swdpb,Southwest Desert Poultry Forage Mix Pasture Seed | Nature's Seed,pasture seed,southwest desert poultry forage mix,106201,935,387.80,37.47,2682.69,6.92,0.88,0.41,4.01,71.60,8,8
gla_444949,"Nature's Seed Pasture & Forage 50 Lb for 50,000 Sq Ft Alfalfa Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,14136,83,111.10,4.00,767.70,6.91,0.59,1.34,4.82,191.93,3,7
gla_183724,Mid-West/Mid-Atlantic Dairy Cow Forage Mix,pasture seed,cattle pastures,2395,46,41.27,1.18,285.06,6.91,1.92,0.90,2.57,241.58,3,9
pb-tort-nb-1000-f,Tortoise Forage Mix (No Bermudagrass) - Pasture Seed | Nature's Seed,pasture seed,tortoise forage mix (no bermudagrass),13469,131,43.49,6.13,298.35,6.86,0.97,0.33,4.68,48.67,4,3
pb-tort,Tortoise Forage Mix Pasture Seed | Nature's Seed,pasture seed,tortoise forage mix,114468,1422,561.42,80.60,3847.22,6.85,1.24,0.39,5.67,47.73,7,6
pb-pnwg-1-a,Pacific Northwest Goat Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific northwest goat forage blend,17431,115,93.07,2.55,633.83,6.81,0.66,0.81,2.22,248.56,4,3
gla_183668,Intermountain West Beef Cattle Forage Mix,pasture seed,cattle pastures,2065,37,41.68,1.00,282.84,6.79,1.79,1.13,2.70,282.84,4,8
gla_185551,Southern Subtropics Poultry Forage Mix,pasture seed,poultry pastures,15189,228,265.28,8.46,1782.33,6.72,1.50,1.16,3.71,210.68,4,10
pb-ftpb-500-f,Florida Tropics Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics poultry forage blend,6266,51,20.13,3.50,134.57,6.69,0.81,0.39,6.86,38.45,4,3
gla_183822,Great Plains Goat Forage Mix,pasture seed,goat pastures,24659,650,496.26,16.70,3313.79,6.68,2.64,0.76,2.57,198.43,4,9
pb-sats,South-Atlantic Transitional Sheep Forage Mix Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional sheep forage mix,41471,256,138.75,8.93,922.85,6.65,0.62,0.54,3.49,103.34,8,8
pb-pnwh-1-a,Pacific Northwest Horse Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific northwest horse forage blend,35301,288,329.04,9.00,2169.06,6.59,0.82,1.14,3.12,241.01,4,3
gla_185602,Southwest Desert Poultry Forage Mix,pasture seed,poultry pastures,2463,25,18.63,0.75,122.63,6.58,1.02,0.75,3.00,163.51,3,8
pb-glpg-1-a,Great Lakes/New England Pig Forage Mix - Pasture Seed | Nature's Seed,pasture seed,great lakes/new england pig forage mix,13660,82,60.19,3.69,394.47,6.55,0.60,0.73,4.50,106.90,4,3
pb-iwpg,Intermountain West Pig Forage Mix | Nature's Seed,pasture seed,intermountain west pig forage mix,2997,22,12.11,1.50,79.35,6.55,0.73,0.55,6.82,52.90,2,4
gs1_000010,"Nature's Seed Any Region Poultry Forage 5 Lb of Pasture Grass Seed for 5,000 Sq Ft Mix High‐Protein Legume & Flax & Forage Certified",pasture seeds,pasture seeds mix,10117,197,205.37,40.23,1338.15,6.52,1.95,1.04,20.42,33.26,1,6
pb-ftg,Florida Tropics Goat Forage Mix Pasture Seed | Nature's Seed,pasture seed,florida tropics goat forage mix,40955,286,136.64,4.93,888.09,6.50,0.70,0.48,1.72,180.14,8,8
pb-pnwpg-2.5-a,Pacific Northwest Pig Forage Mix - | Nature's Seed,pacific northwest pig forage mix,,603,5,4.28,1.00,27.70,6.47,0.83,0.86,20.00,27.70,4,1
pb-swdpb-2000-f,Southwest Desert Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest desert poultry forage blend,23043,161,118.80,5.13,766.41,6.45,0.70,0.74,3.19,149.40,4,3
gla_183543,Pacific Northwest Horse Forage Mix,pasture seed,horse pastures,5756,93,157.45,6.42,1015.69,6.45,1.62,1.69,6.90,158.21,4,10
gla_185957,Forage Kochia,pasture seed,individual pasture species,665,20,70.52,2.87,454.13,6.44,3.01,3.53,14.35,158.23,4,10
gla_183565,Pacific Southwest Horse Forage Mix,pasture seed,horse pastures,8210,70,85.95,2.37,553.26,6.44,0.85,1.23,3.39,233.44,4,10
gla_442092,Mid-West/Mid-Atlantic Poultry Forage Mix,sale,,2368,26,23.32,2.00,149.63,6.42,1.10,0.90,7.69,74.81,1,3
pg-chin,Forage Chicory,pasture seed,forage chicory,65547,480,195.75,21.23,1246.66,6.37,0.73,0.41,4.42,58.72,8,18
gla_445847,"Nature's Seed Transitional Pasture & Forage 50 Lb for 50,000 Sq Ft Mix No Fillers, Just Quality Feed for Sheep",pasture seeds,pasture seeds mix,45006,439,684.52,33.27,4267.24,6.23,0.98,1.56,7.58,128.26,3,7
gla_445869,"Poultry Forage Mix Omega-3 Rich Clover & Alfalfa Blend for Chickens & Ducks 5 Lb for 10,000 Sq Ft | Nature's Seed",pasture seeds,pasture seeds mix,78835,1030,879.05,73.93,5474.24,6.23,1.31,0.85,7.18,74.05,3,4
gla_183780,Great Lakes/New England Dairy Cow Forage Mix,pasture seed,cattle pastures,5452,84,77.95,3.01,482.79,6.19,1.54,0.93,3.58,160.40,4,9
pb-pnwg-2.5-a,Pacific Northwest Goat Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific northwest goat forage blend,16318,124,118.10,5.65,731.05,6.19,0.76,0.95,4.56,129.39,4,3
pb-glh-0.5-a,Great Lakes/New England Horse Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great lakes/new england horse forage blend,27687,214,249.74,8.26,1543.24,6.18,0.77,1.17,3.86,186.83,4,3
pb-mwg,Mid-West/Mid-Atlantic Goat Forage Mix Pasture Seed | Nature's Seed,pasture seed,mid-west/mid-atlantic goat forage mix,72331,752,296.70,13.99,1808.53,6.10,1.04,0.39,1.86,129.27,8,8
pg-kopr,Forage Kochia Pasture Seed | Nature's Seed,pasture seed,forage kochia,26969,430,56.47,3.00,343.12,6.08,1.59,0.13,0.70,114.37,8,6
pb-pnwb-2.5-a,Pacific Northwest Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific northwest bison forage blend,15840,55,59.37,2.07,360.02,6.06,0.35,1.08,3.76,173.92,4,3
gla_183899,Pacific Southwest Sheep Forage Mix,pasture seed,sheep pastures,4905,91,151.26,4.85,915.14,6.05,1.86,1.66,5.33,188.69,4,9
gla_183901,Pacific Southwest Sheep Forage Mix,pasture seed,sheep pastures,4042,83,212.36,3.04,1271.94,5.99,2.05,2.56,3.66,418.40,4,9
pb-sspb-5000-f,Southern Subtropics Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southern subtropics poultry forage blend,10265,69,47.73,2.35,285.75,5.99,0.67,0.69,3.41,121.60,4,3
gla_183544,Pacific Northwest Horse Forage Mix,pasture seed,horse pastures,11900,155,268.63,4.25,1605.28,5.98,1.30,1.73,2.74,377.71,4,9
gla_455528,"Shade Food Plot Seed Mix - Deer & Wildlife Forage Blend - 10 lb, Covers 2,000 sq ft | Nature's Seed",food plot,food plot mix wildlife attractor,9666,66,38.64,1.02,230.49,5.97,0.68,0.59,1.55,225.97,1,3
pb-mwbc,Mid-West/Mid-Atlantic Beef Cattle Forage Mix Pasture Seed | Nature's Seed,pasture seed,mid-west/mid-atlantic beef cattle forage mix,109853,971,512.78,10.54,3055.25,5.96,0.88,0.53,1.09,289.87,8,8
gla_185324,Forage Radish,pasture seed,individual pasture species,7066,82,103.24,8.31,613.51,5.94,1.16,1.26,10.13,73.83,4,10
pb-swdh,Southwest Desert Horse Forage Mix Pasture Seed | Nature's Seed,pasture seed,southwest desert horse forage mix,164209,1500,1036.46,34.20,6134.72,5.92,0.91,0.69,2.28,179.38,8,8
pb-mwdc-2.5-a,Mid-West/Mid-Atlantic Dairy Cow Forage Blend - Pasture Seed | Nature's Seed,pasture seed,mid-west/mid-atlantic dairy cow forage blend,8058,31,16.70,0.50,98.28,5.89,0.38,0.54,1.61,196.56,4,3
gla_183648,Pacific Southwest Beef Cattle Forage Mix,pasture seed,cattle pastures,6857,59,61.50,0.67,358.83,5.83,0.86,1.04,1.14,535.57,4,10
pb-ftpb,Florida Tropics Poultry Forage Mix Pasture Seed | Nature's Seed,pasture seed,florida tropics poultry forage mix,88536,812,271.18,23.88,1569.20,5.79,0.92,0.33,2.94,65.71,8,8
2466768864478421135,Sheep Fescue Grass Seed,,,2626,33,17.89,1.00,102.84,5.75,1.26,0.54,3.03,102.84,1,2
gla_183879,Pacific Northwest Sheep Forage Mix,pasture seed,sheep pastures,3935,84,146.68,2.13,842.72,5.75,2.13,1.75,2.54,395.64,4,9
gla_445278,"Nature's Seed Transitional Pasture & Forage 50 Lb for 50,000 Sq Ft Mix Grazing for Goats 100% Pure Seed",pasture seeds,pasture seeds mix,45642,393,700.14,17.23,4016.53,5.74,0.86,1.78,4.38,233.11,3,7
pb-mwg-0.5-a,Mid-West/Mid-Atlantic Goat Forage Blend - Pasture Seed | Nature's Seed,pasture seed,mid-west/mid-atlantic goat forage blend,21784,153,125.08,3.45,708.58,5.67,0.70,0.82,2.25,205.39,4,3
gla_183599,Southern Subtropics Horse Forage Mix,pasture seed,horse pastures,11857,181,424.27,8.28,2386.81,5.63,1.53,2.34,4.57,288.26,3,9
gla_183829,South-Atlantic Transitional Goat Forage Mix,pasture seed,goat pastures,4882,112,105.57,2.46,591.64,5.60,2.29,0.94,2.20,240.50,4,9
pb-swtg-0.5-a,Southwest Transitional Goat Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest transitional goat forage blend,8520,26,25.87,0.83,143.80,5.56,0.31,0.99,3.19,173.25,4,3
gla_183628,Pacific Northwest Beef Cattle Forage Mix,pasture seed,cattle pastures,4769,68,93.20,4.02,517.78,5.56,1.43,1.37,5.91,128.80,4,9
gla_183864,Great Lakes/New England Goat Forage Mix,pasture seed,goat pastures,14822,282,457.50,10.61,2521.69,5.51,1.90,1.62,3.76,237.67,4,9
pb-iwh,Intermountain West Horse Forage Mix Pasture Seed | Nature's Seed,pasture seed,intermountain west horse forage mix,66257,397,317.80,6.24,1751.43,5.51,0.60,0.80,1.57,280.68,8,8
pb-gpg,Great Plains Goat Forage Mix Pasture Seed | Nature's Seed,pasture seed,great plains goat forage mix,181936,2235,896.33,39.29,4931.93,5.50,1.23,0.40,1.76,125.53,8,8
gs2_440359,"Nature's Seed Cool‐Season Forage 50 Lb of Pasture Grass Seed for 50,000 Sq Ft Mix Pure Blend for Dairy & Beef",pasture seeds,pasture seeds mix,12861,85,155.75,8.98,836.54,5.37,0.66,1.83,10.56,93.16,1,6
gla_183962,Pacific Northwest Alpaca/Llama Forage Mix,pasture seed,alpaca/llama pastures,1748,27,45.44,4.00,242.00,5.33,1.54,1.68,14.81,60.50,4,9
gla_446796,"Cattle & Dairy Cow Pasture Mix Cold & Warm Season Perennial Forage 20 Lb for 40,000 Sq Ft | Nature's Seed",pasture seeds,pasture seeds mix,27568,295,213.54,7.34,1136.53,5.32,1.07,0.72,2.49,154.84,3,4
pb-pnwdc-2.5-a,Pacific Northwest Dairy Cow Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific northwest dairy cow forage blend,4901,21,18.96,0.50,100.77,5.31,0.43,0.90,2.38,201.54,3,3
pb-iwpb-0.5-a,Intermountain West Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,intermountain west poultry forage blend,8277,63,38.07,2.22,202.21,5.31,0.76,0.60,3.52,91.09,4,3
gla_185492,Great Plains Poultry Forage Mix,pasture seed,poultry pastures,10488,169,256.80,11.99,1329.89,5.18,1.61,1.52,7.09,110.92,4,9
gla_183626,Pacific Northwest Beef Cattle Forage Mix,pasture seed,cattle pastures,14683,303,332.47,4.88,1718.12,5.17,2.06,1.10,1.61,352.07,4,9
gla_185552,Southern Subtropics Poultry Forage Mix,pasture seed,poultry pastures,8946,103,139.31,3.91,717.90,5.15,1.15,1.35,3.80,183.61,4,10
pb-swdh-2.5-a,Southwest Desert Horse Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest desert horse forage blend,79762,511,472.54,6.53,2431.56,5.15,0.64,0.92,1.28,372.37,4,3
gla_445285,"Sheep Pasture & Forage Mix Transitional Zone, High-Protein, Drought-Tolerant 10 Lb for 20,000 Sq Ft | Nature's Seed",pasture seeds,pasture seeds mix,24931,292,351.40,11.12,1802.31,5.13,1.17,1.20,3.81,162.08,3,4
1972218362181840372,"Poultry Pasture & Forage Mix - 5 Lbs - 10,000 Sq. Ft.",,,6834,133,103.51,29.17,528.80,5.11,1.95,0.78,21.93,18.13,2,2
pb-satg-0.5-a,South-Atlantic Transitional Goat Forage Blend - Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional goat forage blend,47188,354,314.25,9.38,1600.42,5.09,0.75,0.89,2.65,170.62,4,3
pb-gldc-0.5-a,Great Lakes/New England Dairy Cow Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great lakes/new england dairy cow forage blend,7445,35,19.01,0.50,96.77,5.09,0.47,0.54,1.43,193.54,4,3
pb-gpg-1-a,Great Plains Goat Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great plains goat forage blend,46611,563,281.90,4.24,1433.76,5.09,1.21,0.50,0.75,338.15,4,3
gla_183802,Southwest Desert Goat Forage Mix,pasture seed,goat pastures,9208,156,203.49,2.73,1032.64,5.07,1.69,1.30,1.75,378.26,4,10
pb-pnwpb,Pacific Northwest Poultry Forage Mix,pasture seed,pacific northwest poultry forage mix,207836,2232,944.60,97.49,4781.19,5.06,1.07,0.42,4.37,49.04,8,13
pb-sss-0.5-a,Southern Subtropics Sheep Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southern subtropics sheep forage blend,6482,25,17.01,1.06,85.87,5.05,0.39,0.68,4.24,81.01,4,3
pb-mwh-1-a,Mid-West/Mid-Atlantic Horse Forage Blend - Pasture Seed | Nature's Seed,pasture seed,mid-west/mid-atlantic horse forage blend,22107,134,161.94,1.27,805.71,4.98,0.61,1.21,0.95,634.42,4,3
gla_445856,"Nature's Seed Transitional Pasture & Forage 20 Lb for 20,000 Sq Ft Mix Grazing for Goats 100% Pure Seed",pasture seeds,pasture seeds mix,36326,347,444.40,34.70,2208.10,4.97,0.96,1.28,10.00,63.63,3,7
pb-mws,Mid-West/Mid-Atlantic Sheep Forage Mix Pasture Seed | Nature's Seed,pasture seed,mid-west/mid-atlantic sheep forage mix,77797,743,376.82,14.13,1868.96,4.96,0.96,0.51,1.90,132.27,8,8
pb-sats-1-a,South-Atlantic Transitional Sheep Forage Blend - Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional sheep forage blend,18164,114,110.75,2.00,548.80,4.96,0.63,0.97,1.75,274.40,4,3
pb-satpb-2.5-a,South-Atlantic Transitional Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional poultry forage blend,2893,11,7.10,1.00,34.95,4.92,0.38,0.65,9.09,34.95,4,3
pg-rasa-10-lb,Forage Radish - Pasture Seed | Nature's Seed,pasture seed,forage radish,14024,100,45.70,4.08,222.96,4.88,0.71,0.46,4.08,54.65,4,3
gla_185504,Intermountain West Poultry Forage Mix,pasture seed,poultry pastures,5493,59,107.72,5.00,524.27,4.87,1.07,1.83,8.47,104.85,4,9
gla_445844,"Nature's Seed Cool‐Adapted Pasture & Forage 20 Lb for 20,000 Sq Ft Mix No Fillers, Just Quality Feed for Sheep",pasture seeds,pasture seeds mix,13411,88,126.82,12.90,614.20,4.84,0.66,1.44,14.66,47.61,3,7
pb-mwh,Mid-West/Mid-Atlantic Horse Forage Mix Pasture Seed | Nature's Seed,pasture seed,mid-west/mid-atlantic horse forage mix,86795,491,453.85,7.52,2194.89,4.84,0.57,0.92,1.53,291.87,8,8
gla_183794,Pacific Northwest Goat Forage Mix,pasture seed,goat pastures,20497,178,215.71,9.13,1042.46,4.83,0.87,1.21,5.13,114.18,3,9
pb-satal-0.5-a,South-Atlantic Transitional Alpaca/Llama Forage Blend - Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional alpaca/llama forage blend,8928,19,18.30,0.99,88.28,4.82,0.21,0.96,5.21,89.17,4,3
gla_183767,Southern Subtropics Dairy Cow Forage Mix,pasture seed,cattle pastures,8856,52,91.47,3.79,440.09,4.81,0.59,1.76,7.29,116.12,3,9
pb-gls-0.5-a,Great Lakes/New England Sheep Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great lakes/new england sheep forage blend,30707,157,206.12,5.16,991.31,4.81,0.51,1.31,3.29,192.11,4,3
gla_184431,Tortoise Forage Mix,pasture seed,fescue grass seed,104429,1414,1060.51,85.35,5081.47,4.79,1.35,0.75,6.04,59.54,3,10
gla_183920,Intermountain West Sheep Forage Mix,pasture seed,sheep pastures,10137,180,405.96,4.80,1940.12,4.78,1.78,2.26,2.67,404.19,4,10
pb-ftpb-2.5-a,Florida Tropics Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics poultry forage blend,12732,99,48.17,2.04,228.91,4.75,0.78,0.49,2.06,112.21,4,3
gla_445857,"Nature's Seed Transitional Pasture & Forage 10 Lb for 10,000 Sq Ft Mix Grazing for Goats 100% Pure Seed",pasture seeds,pasture seeds mix,50138,681,620.53,26.28,2924.43,4.71,1.36,0.91,3.86,111.28,3,7
gla_459570,"Irrigated Pasture Seed Mix - Premium High-Yield Forage - 10 lb, Covers 5,000 sq ft | Nature's Seed",pasture seed,individual species seeds,10274,48,58.54,1.46,275.40,4.70,0.47,1.22,3.04,188.63,1,3
pb-mwpb,Mid-West/Mid-Atlantic Poultry Forage Mix Pasture Seed | Nature's Seed,pasture seed,mid-west/mid-atlantic poultry forage mix,64819,453,172.71,17.53,812.13,4.70,0.70,0.38,3.87,46.33,8,8
gla_444240,Tortoise Forage Mix,pasture seed,,5140,83,79.30,10.00,371.28,4.68,1.61,0.96,12.05,37.13,2,3
gla_183535,Sheep Fescue Grass,lawn seed,grass seed by state,22843,148,182.21,6.00,843.38,4.63,0.65,1.23,4.05,140.56,4,7
pb-ssh-2.5-a,Southern Subtropics Horse Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southern subtropics horse forage blend,48682,274,364.21,1.83,1669.40,4.58,0.56,1.33,0.67,912.24,4,3
gla_438225,Intermountain West Sheep Forage Mix,pasture seed,sheep pastures,4349,78,182.62,2.77,835.07,4.57,1.79,2.34,3.55,301.47,1,10
pg-chin-1-lb,Forage Chicory - Pasture Seed | Nature's Seed,pasture seed,forage chicory,13715,131,84.92,5.47,386.02,4.55,0.96,0.65,4.18,70.57,4,3
gla_445262,"Nature's Seed Warm‐Season Pasture & Forage 50 Lb for 50,000 Sq Ft Mix Pure Blend for Dairy & Beef",pasture seeds,pasture seeds mix,32239,183,283.17,15.60,1277.91,4.51,0.57,1.55,8.52,81.92,3,7
gla_183557,Mid-West/Mid-Atlantic Horse Forage Mix,pasture seed,horse pastures,9030,90,219.73,2.25,987.11,4.49,1.00,2.44,2.50,438.72,4,9
gla_445866,"Nature's Seed Warm‐Season Pasture & Forage 10 Lb for 10,000 Sq Ft Mix Grazing for Goats 100% Pure Seed",pasture seeds,pasture seeds mix,26316,90,92.15,1.75,413.77,4.49,0.34,1.02,1.94,236.44,3,7
gla_183556,Mid-West/Mid-Atlantic Horse Forage Mix,pasture seed,horse pastures,8420,127,191.69,5.11,854.03,4.46,1.51,1.51,4.02,167.13,4,9
gla_185588,Pacific Northwest Poultry Forage Mix,pasture seed,poultry pastures,19878,231,336.84,6.23,1500.60,4.45,1.16,1.46,2.70,240.87,4,9
gla_183878,Pacific Northwest Sheep Forage Mix,pasture seed,sheep pastures,7143,150,210.67,6.90,938.17,4.45,2.10,1.40,4.60,135.97,3,9
gla_446799,"Nature's Seed Pasture & Forage 5 Lb for 5,000 Sq Ft Bermudagrass Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,8877,51,59.19,2.99,261.09,4.41,0.57,1.16,5.86,87.32,3,7
pb-pswg,Pacific Southwest Goat Forage Mix,pasture seed,pacific southwest goat forage mix,36933,212,164.27,7.02,722.47,4.40,0.57,0.77,3.31,102.92,8,8
pb-iws-2.5-a,Intermountain West Sheep Forage Blend - Pasture Seed | Nature's Seed,pasture seed,intermountain west sheep forage blend,11087,50,68.69,2.50,300.81,4.38,0.45,1.37,5.00,120.32,4,3
s-feov-10-lb,Sheep Fescue Grass - Grass Seed | Nature's Seed,grass seed,sheep fescue grass,22856,301,141.41,4.06,619.26,4.38,1.32,0.47,1.35,152.53,4,3
gla_185525,Pacific Southwest Poultry Forage Mix,pasture seed,poultry pastures,991,12,13.35,1.98,58.42,4.38,1.21,1.11,16.50,29.51,2,3
pb-pswg-1-a,Pacific Southwest Goat Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific southwest goat forage blend,11488,37,29.19,2.81,127.22,4.36,0.32,0.79,7.59,45.27,4,3
gla_183782,Great Lakes/New England Dairy Cow Forage Mix,pasture seed,cattle pastures,13660,98,246.68,9.08,1062.94,4.31,0.72,2.52,9.27,117.06,4,9
pb-swdpb-1-a,Southwest Desert Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest desert poultry forage blend,20726,148,78.22,3.00,336.08,4.30,0.71,0.53,2.03,112.03,4,3
gla_184439,Tortoise Forage Mix,pasture seed,fescue grass seed,56908,258,275.06,13.10,1179.24,4.29,0.45,1.07,5.08,90.02,4,10
pb-pnwg-0.5-a,Pacific Northwest Goat Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific northwest goat forage blend,13389,75,63.06,2.54,269.74,4.28,0.56,0.84,3.39,106.20,4,3
gla_459555,"Dryland Pasture Seed Mix - Drought-Tolerant Forage Grass - 20 lb, Covers 25,000 sq ft | Nature's Seed",pasture seeds,pasture seeds mix,14212,165,181.86,3.71,772.34,4.25,1.16,1.10,2.25,208.18,1,3
